Gene	trt1	trt2	trt3	ctl1	ctl2	ctl3
Zm00001eb172330	0	0	0	0	0	0
Zm00001eb172340	0	0	0	0	0	0
Zm00001eb172350	1	0	0	0	0	0
Zm00001eb172360	0	0	0	0	0	0
Zm00001eb172370	0	0	0	0	0	0
Zm00001eb172380	0	10	0	0	15	0
Zm00001eb172390	0	7	0	5	0	0
Zm00001eb172400	0	0	0	0	0	0
Zm00001eb172410	4316	5100	5304	6192	5695	6930
Zm00001eb172420	4316	4771	2814	6699	4506	2244
Zm00001eb172450	242	218	284	371	229	262
Zm00001eb172460	0	0	0	0	0	0
Zm00001eb172470	0	0	0	0	0	0
Zm00001eb172480	0	0	4	0	0	0
Zm00001eb172490	7	0	5	0	14	9
Zm00001eb172500	0	0	0	0	0	0
Zm00001eb172510	0	0	0	0	0	0
Zm00001eb172520	83	47	81	44	53	22
Zm00001eb172530	0	0	0	0	0	0
Zm00001eb172540	696	745	673	820	625	700
Zm00001eb172550	23	39	59	22	42	23
Zm00001eb172560	48	51	43	19	16	12
Zm00001eb172570	338	465	433	429	293	387
Zm00001eb172580	1381	1256	1158	1166	832	907
Zm00001eb172590	210	271	238	333	390	350
Zm00001eb172600	0	0	2	2	10	2
Zm00001eb172610	0	0	0	0	0	0
Zm00001eb172620	7	33	53	17	16	33
Zm00001eb172630	233	240	311	221	176	227
Zm00001eb172640	486	552	600	668	462	369
Zm00001eb172650	3682	4556	4306	4961	3938	4139
Zm00001eb172660	0	0	0	0	0	0
Zm00001eb172680	394	419	346	513	383	236
Zm00001eb172690	0	0	0	0	0	0
Zm00001eb172700	614	630	802	852	679	682
Zm00001eb172710	0	0	0	0	0	0
Zm00001eb172720	0	0	0	0	0	0
Zm00001eb172730	0	0	0	0	0	0
Zm00001eb172740	12	20	0	2	14	28
Zm00001eb172750	0	0	0	0	0	0
Zm00001eb172760	0	0	0	0	0	0
Zm00001eb172770	425	393	267	356	181	191
Zm00001eb172780	388	395	456	641	425	433
Zm00001eb172800	5	7	5	35	21	20
Zm00001eb172810	0	0	0	0	0	0
Zm00001eb172820	0	0	0	0	0	0
Zm00001eb172830	0	0	0	0	0	0
Zm00001eb172840	0	0	0	0	0	0
Zm00001eb172850	0	0	0	0	0	0
Zm00001eb172860	366	331	357	494	289	202
Zm00001eb172870	0	0	0	0	0	0
Zm00001eb172880	390	492	508	647	548	466
Zm00001eb172890	133	166	90	208	86	82
Zm00001eb172900	446	362	252	379	308	173
Zm00001eb172910	0	0	0	0	0	0
Zm00001eb172920	0	0	0	0	0	0
Zm00001eb172930	18	0	3	38	25	50
Zm00001eb172940	28	42	24	145	137	159
Zm00001eb172950	0	0	0	0	0	0
Zm00001eb172960	0	0	0	0	0	0
Zm00001eb172970	1629	1691	1575	802	915	1330
Zm00001eb172980	1769	2064	1753	2218	1856	2055
Zm00001eb172990	0	0	0	0	0	0
Zm00001eb173000	0	0	0	0	0	0
Zm00001eb173010	0	0	0	0	0	0
Zm00001eb173020	0	0	0	0	0	0
Zm00001eb173030	0	0	0	6	4	0
Zm00001eb173050	1656	1814	1605	1437	1152	1284
Zm00001eb173060	28	43	0	57	57	12
Zm00001eb173070	1480	1955	1313	2097	1726	1278
Zm00001eb173080	0	0	0	6	0	10
Zm00001eb173090	0	0	0	0	0	0
Zm00001eb173100	1368	1590	1702	3307	2613	1974
Zm00001eb173120	0	0	0	0	0	0
Zm00001eb173130	13	64	31	28	20	13
Zm00001eb173140	0	8	2	7	0	0
Zm00001eb173150	115	148	153	156	114	157
Zm00001eb173160	0	0	0	0	0	0
Zm00001eb173170	307	266	333	166	153	162
Zm00001eb173180	376	297	353	304	191	218
Zm00001eb173190	1938	2145	1993	2407	1620	1775
Zm00001eb173200	0	0	0	2	0	0
Zm00001eb173210	0	0	0	0	0	0
Zm00001eb173220	1068	1242	1187	890	892	929
Zm00001eb173230	244	294	314	275	239	225
Zm00001eb173240	73	78	51	88	102	55
Zm00001eb173250	0	0	0	0	0	0
Zm00001eb173260	2036	2157	1771	2457	1701	1600
Zm00001eb173270	301	273	219	266	199	196
Zm00001eb173280	10	34	18	23	19	0
Zm00001eb173290	9	1	0	3	0	0
Zm00001eb173320	63	42	104	652	425	556
Zm00001eb173330	1764	1758	1482	1570	1216	1032
Zm00001eb173340	0	0	0	0	0	0
Zm00001eb173350	1581	1880	1686	1669	1225	1482
Zm00001eb173360	931	786	974	904	695	679
Zm00001eb173380	740	918	1087	911	723	835
Zm00001eb173390	1088	1119	852	1145	988	862
Zm00001eb173410	5864	6476	4664	6470	4673	3774
Zm00001eb173420	811	993	761	865	836	817
Zm00001eb173440	592	807	732	711	689	599
Zm00001eb173450	6	5	4	1	2	5
Zm00001eb173470	53	93	120	130	110	60
Zm00001eb173480	65	131	105	228	197	274
Zm00001eb173490	2019	2200	1617	1432	1284	1211
Zm00001eb173500	0	0	0	0	0	0
Zm00001eb173510	0	0	0	0	0	0
Zm00001eb173520	0	13	10	8	15	0
Zm00001eb173530	0	0	0	0	0	0
Zm00001eb173540	918	940	887	1058	866	815
Zm00001eb173550	0	0	0	0	0	0
Zm00001eb173560	2803	3862	3822	3175	2712	3406
Zm00001eb173570	61	49	104	87	75	101
Zm00001eb173580	0	0	0	0	0	0
Zm00001eb173590	0	0	0	0	0	0
Zm00001eb173600	0	0	0	0	0	0
Zm00001eb173610	0	0	0	0	0	0
Zm00001eb173630	0	0	0	0	0	0
Zm00001eb173640	0	0	0	0	0	0
Zm00001eb173650	227	293	279	354	255	328
Zm00001eb173660	764	674	809	841	699	524
Zm00001eb173670	8	10	20	12	14	1
Zm00001eb173680	28	38	35	20	46	29
Zm00001eb173690	0	0	0	0	0	0
Zm00001eb173700	421	544	453	524	404	322
Zm00001eb173710	634	758	905	575	586	684
Zm00001eb173720	0	0	0	3	0	8
Zm00001eb173730	612	631	425	555	371	497
Zm00001eb173740	0	0	5	0	0	7
Zm00001eb173750	0	0	0	0	0	0
Zm00001eb173760	0	0	0	0	0	0
Zm00001eb173770	0	0	0	0	0	0
Zm00001eb173780	0	0	8	0	0	0
Zm00001eb173790	642	964	940	759	697	718
Zm00001eb173800	0	0	0	0	0	0
Zm00001eb173810	0	0	0	0	0	0
Zm00001eb173820	484	590	713	660	433	568
Zm00001eb173830	0	8	0	3	0	0
Zm00001eb173840	3	0	0	0	0	0
Zm00001eb173870	0	0	0	0	0	0
Zm00001eb173880	2276	3027	2929	2725	2201	2252
Zm00001eb173890	0	0	0	0	0	0
Zm00001eb173900	0	0	0	0	0	0
Zm00001eb173910	0	0	0	0	0	0
Zm00001eb173930	0	0	0	0	0	0
Zm00001eb173940	164	191	127	337	211	176
Zm00001eb173950	0	0	0	0	0	0
Zm00001eb173960	52	14	32	31	48	28
Zm00001eb173970	0	0	0	0	0	0
Zm00001eb173980	0	0	0	0	0	0
Zm00001eb173990	298	457	351	475	285	225
Zm00001eb174000	34	19	4	16	4	22
Zm00001eb174010	164	179	89	326	183	152
Zm00001eb174020	0	8	0	0	0	0
Zm00001eb174030	1413	1621	1595	1770	1534	1725
Zm00001eb174050	0	0	0	0	0	0
Zm00001eb174060	472	547	443	609	543	459
Zm00001eb174070	522	552	289	533	536	331
Zm00001eb174080	1084	1401	1106	1315	1336	1328
Zm00001eb174090	1468	1242	1092	1624	1186	1141
Zm00001eb174100	579	745	548	808	680	708
Zm00001eb174120	1404	1217	1355	1165	982	770
Zm00001eb174130	1424	1495	1311	1457	999	1325
Zm00001eb174140	10	2	0	0	5	0
Zm00001eb174160	25	37	79	41	36	73
Zm00001eb174170	543	754	591	836	563	725
Zm00001eb174180	0	0	0	0	0	0
Zm00001eb174190	22	39	32	29	68	55
Zm00001eb174200	79	48	51	125	84	109
Zm00001eb174210	218	268	225	243	188	134
Zm00001eb174220	0	0	0	0	0	0
Zm00001eb174240	0	0	0	0	0	0
Zm00001eb174260	0	0	0	0	0	0
Zm00001eb174270	0	0	0	0	0	0
Zm00001eb174280	0	0	0	0	0	0
Zm00001eb174300	0	7	0	2	0	1
Zm00001eb174310	806	831	929	1062	854	934
Zm00001eb174320	10	37	55	68	87	105
Zm00001eb174330	652	810	524	765	541	552
Zm00001eb174340	1459	1537	1083	1933	1617	1351
Zm00001eb174360	966	1420	1350	1620	1486	1900
Zm00001eb174370	1332	1471	1368	2047	1550	1315
Zm00001eb174380	4	0	0	0	0	0
Zm00001eb174400	0	0	0	0	0	0
Zm00001eb174410	0	0	0	0	4	0
Zm00001eb174420	358	424	285	177	127	102
Zm00001eb174430	0	0	0	0	0	0
Zm00001eb174440	2869	2901	2753	2735	2108	1645
Zm00001eb174450	328	292	264	260	201	296
Zm00001eb174460	100	144	139	213	167	191
Zm00001eb174480	655	723	551	894	600	848
Zm00001eb174500	0	0	0	0	0	0
Zm00001eb174510	0	5	0	0	0	0
Zm00001eb174520	15	15	42	23	29	29
Zm00001eb174530	444	555	497	694	619	618
Zm00001eb174540	0	0	0	0	0	0
Zm00001eb174550	667	821	804	765	556	734
Zm00001eb174560	4	0	0	0	0	0
Zm00001eb174570	0	0	0	1	0	0
Zm00001eb174580	0	0	0	0	0	0
Zm00001eb174590	11	20	16	23	24	22
Zm00001eb174600	0	0	0	0	0	0
Zm00001eb174610	1621	1928	1490	2103	1239	1269
Zm00001eb174620	212	218	143	188	122	125
Zm00001eb174630	1701	1810	1748	2649	1837	1518
Zm00001eb174640	25	33	40	65	34	45
Zm00001eb174650	0	0	0	0	0	0
Zm00001eb174660	0	0	0	0	0	0
Zm00001eb174670	2042	2378	2265	2890	1944	1838
Zm00001eb174690	0	0	0	0	0	0
Zm00001eb174700	8	2	9	10	10	15
Zm00001eb174710	316	331	327	378	250	295
Zm00001eb174730	414	364	303	440	364	343
Zm00001eb174750	492	804	519	1144	873	613
Zm00001eb174760	1	0	0	0	0	0
Zm00001eb174770	0	0	7	0	4	0
Zm00001eb174780	0	0	0	0	0	0
Zm00001eb174790	0	0	0	5	0	0
Zm00001eb174800	0	0	0	0	0	0
Zm00001eb174810	0	0	0	0	0	0
Zm00001eb174820	0	0	0	0	0	0
Zm00001eb174830	0	0	8	1	0	0
Zm00001eb174840	0	0	0	0	0	0
Zm00001eb174850	0	2	9	7	0	5
Zm00001eb174860	7	7	5	27	34	3
Zm00001eb174880	115	165	146	154	149	144
Zm00001eb174900	171	187	152	238	181	129
Zm00001eb174930	682	753	609	589	502	425
Zm00001eb174940	0	3	0	1	0	0
Zm00001eb174950	0	0	0	0	0	0
Zm00001eb174960	0	0	0	0	0	0
Zm00001eb174970	45	56	44	117	109	94
Zm00001eb174980	512	579	548	676	482	617
Zm00001eb174990	577	695	692	756	674	747
Zm00001eb175000	0	0	0	2	0	0
Zm00001eb175010	0	0	0	0	0	0
Zm00001eb175030	0	0	0	0	0	0
Zm00001eb175040	18	5	27	30	11	14
Zm00001eb175050	0	0	0	0	0	0
Zm00001eb175060	41	30	37	29	27	7
Zm00001eb175070	20	14	36	46	39	46
Zm00001eb175090	0	0	0	0	0	0
Zm00001eb175100	559	750	528	630	441	422
Zm00001eb175120	171	278	272	248	181	206
Zm00001eb175130	0	0	0	0	0	0
Zm00001eb175140	399	356	328	563	322	296
Zm00001eb175150	0	0	0	0	0	0
Zm00001eb175160	0	0	0	0	0	0
Zm00001eb175170	0	0	0	0	0	0
Zm00001eb175180	21	68	76	30	27	21
Zm00001eb175190	25	5	0	1	8	0
Zm00001eb175200	2445	2626	2077	3095	2781	2331
Zm00001eb175210	0	0	0	0	0	0
Zm00001eb175220	725	862	841	565	434	401
Zm00001eb175230	104	120	80	81	52	51
Zm00001eb175240	0	0	0	1	0	0
Zm00001eb175250	64	100	95	167	127	112
Zm00001eb175260	0	0	0	1	0	0
Zm00001eb175270	32	8	37	27	22	11
Zm00001eb175280	1369	1691	1290	2034	1486	1384
Zm00001eb175290	0	0	0	0	0	0
Zm00001eb175300	0	3	0	0	0	0
Zm00001eb175310	0	0	0	0	0	0
Zm00001eb175320	0	0	0	0	0	0
Zm00001eb175330	0	0	0	0	0	0
Zm00001eb175340	0	0	0	0	0	0
Zm00001eb175350	0	0	0	0	0	0
Zm00001eb175360	0	0	0	0	0	0
Zm00001eb175370	0	0	0	0	0	0
Zm00001eb175380	25	26	23	13	29	6
Zm00001eb175390	0	0	0	0	0	0
Zm00001eb175400	0	3	0	8	10	0
Zm00001eb175410	0	0	0	0	0	0
Zm00001eb175420	0	0	0	0	0	0
Zm00001eb175430	251	324	141	245	123	223
Zm00001eb175450	190	182	117	193	102	100
Zm00001eb175460	11	10	0	4	0	5
Zm00001eb175470	628	811	702	1177	845	680
Zm00001eb175480	0	0	0	0	0	0
Zm00001eb175490	328	369	342	374	297	300
Zm00001eb175500	286	450	341	1201	945	1066
Zm00001eb175510	0	0	0	0	0	0
Zm00001eb175520	0	0	0	0	0	0
Zm00001eb175530	0	0	0	0	0	0
Zm00001eb175540	0	0	0	0	0	0
Zm00001eb175550	92	99	58	103	46	85
Zm00001eb175560	1615	2113	1749	1691	1500	1393
Zm00001eb175570	0	0	0	0	0	0
Zm00001eb175580	0	0	0	0	0	0
Zm00001eb175590	202	346	190	367	210	151
Zm00001eb175600	19	19	10	16	21	2
Zm00001eb175610	5	21	15	17	4	5
Zm00001eb175620	296	393	284	343	329	212
Zm00001eb175630	1030	986	928	1429	878	808
Zm00001eb175640	0	0	2	0	0	0
Zm00001eb175650	0	0	0	0	0	0
Zm00001eb175660	0	0	0	0	0	0
Zm00001eb175670	2980	3191	2518	5135	3806	3376
Zm00001eb175710	0	0	0	0	0	0
Zm00001eb175720	0	0	0	0	0	0
Zm00001eb175730	482	606	399	600	440	356
Zm00001eb175740	0	0	0	0	0	0
Zm00001eb175750	0	0	0	0	0	0
Zm00001eb175760	515	390	326	601	439	317
Zm00001eb175780	0	0	0	0	0	0
Zm00001eb175790	0	0	0	0	0	0
Zm00001eb175810	487	501	511	627	651	535
Zm00001eb175820	14	22	8	31	10	14
Zm00001eb175830	0	0	9	0	0	0
Zm00001eb175840	2296	2555	2038	3003	2439	2580
Zm00001eb175850	75	57	49	132	65	54
Zm00001eb175860	0	0	0	0	0	0
Zm00001eb175870	0	0	0	0	0	0
Zm00001eb175880	51	60	47	60	57	53
Zm00001eb175890	190	218	290	253	138	133
Zm00001eb175910	0	0	0	0	0	0
Zm00001eb175920	0	0	0	0	0	0
Zm00001eb175940	0	0	0	0	0	0
Zm00001eb175950	0	0	0	2	0	0
Zm00001eb175960	951	848	792	1169	1043	847
Zm00001eb175970	122	105	94	232	166	100
Zm00001eb175980	1355	1421	1326	1613	1352	1253
Zm00001eb175990	0	0	0	0	0	0
Zm00001eb176000	236	264	235	205	103	121
Zm00001eb176010	0	0	0	0	0	0
Zm00001eb176020	0	0	0	0	0	0
Zm00001eb176030	8	20	5	5	4	17
Zm00001eb176040	210	219	216	460	346	177
Zm00001eb176050	819	844	887	1657	1232	1022
Zm00001eb176060	0	0	0	0	0	0
Zm00001eb176070	543	528	580	435	357	383
Zm00001eb176090	1775	1997	1448	2564	1570	1443
Zm00001eb176100	0	0	0	0	0	0
Zm00001eb176110	168	148	165	124	67	68
Zm00001eb176120	393	336	367	383	283	242
Zm00001eb176130	0	0	0	0	0	0
Zm00001eb176140	0	0	0	0	0	0
Zm00001eb176150	0	0	0	0	0	0
Zm00001eb176160	20862	21231	20318	17061	16194	16675
Zm00001eb176170	147	172	68	128	76	93
Zm00001eb176180	0	0	0	2	0	0
Zm00001eb176190	0	0	0	0	0	0
Zm00001eb176200	634	729	717	701	433	648
Zm00001eb176210	810	869	704	945	633	585
Zm00001eb176220	0	0	0	1	5	4
Zm00001eb176230	0	0	0	0	0	0
Zm00001eb176240	0	0	0	0	0	0
Zm00001eb176250	0	0	0	0	0	0
Zm00001eb176260	401	426	529	427	357	311
Zm00001eb176270	566	616	425	573	399	344
Zm00001eb176280	0	0	0	0	0	0
Zm00001eb176290	0	0	0	0	0	0
Zm00001eb176300	743	709	734	898	649	641
Zm00001eb176310	500	651	303	587	393	306
Zm00001eb176340	1473	1850	1570	1939	1364	1130
Zm00001eb176350	2818	2892	2521	3462	2753	2279
Zm00001eb176360	372	506	302	364	260	230
Zm00001eb176370	52	23	30	33	47	19
Zm00001eb176380	0	0	0	0	0	0
Zm00001eb176390	0	0	0	0	0	0
Zm00001eb176400	0	0	0	0	0	0
Zm00001eb176410	0	0	0	0	0	0
Zm00001eb176420	0	0	0	0	0	0
Zm00001eb176440	150	108	135	215	91	149
Zm00001eb176460	11	0	4	3	0	6
Zm00001eb176470	145	195	64	259	137	64
Zm00001eb176480	0	0	0	0	0	0
Zm00001eb176490	0	0	0	0	0	0
Zm00001eb176500	5	0	0	7	0	0
Zm00001eb176520	0	0	0	5	4	0
Zm00001eb176530	0	0	0	0	0	0
Zm00001eb176540	0	0	0	0	0	0
Zm00001eb176580	0	0	0	0	0	0
Zm00001eb176590	26	42	28	31	28	20
Zm00001eb176600	0	0	0	0	0	0
Zm00001eb176610	0	0	0	0	0	0
Zm00001eb176620	358	343	277	396	330	308
Zm00001eb176640	0	0	0	0	0	0
Zm00001eb176650	0	0	0	0	0	0
Zm00001eb176660	0	0	0	0	0	0
Zm00001eb176670	6	0	6	9	9	0
Zm00001eb176680	192	132	129	200	188	89
Zm00001eb176690	0	0	0	0	0	0
Zm00001eb176700	0	0	0	0	0	0
Zm00001eb176710	874	836	724	965	775	995
Zm00001eb176720	0	0	0	0	0	0
Zm00001eb176730	290	462	449	383	328	326
Zm00001eb176740	267	363	363	432	361	359
Zm00001eb176750	162	228	209	187	112	90
Zm00001eb176760	50	60	35	98	26	57
Zm00001eb176770	399	501	423	523	467	405
Zm00001eb176780	0	1	0	0	0	0
Zm00001eb176790	0	0	0	0	0	0
Zm00001eb176800	23	40	9	45	52	31
Zm00001eb176810	289	331	324	720	406	332
Zm00001eb176820	0	0	0	0	0	0
Zm00001eb176830	0	0	0	0	0	0
Zm00001eb176840	0	0	0	0	0	0
Zm00001eb176850	931	858	695	3613	1990	1248
Zm00001eb176860	0	0	0	0	0	0
Zm00001eb176870	0	0	0	0	0	0
Zm00001eb176880	25	29	26	70	75	78
Zm00001eb176890	0	0	0	0	0	0
Zm00001eb176900	487	662	600	876	623	414
Zm00001eb176930	163	296	211	211	248	182
Zm00001eb176940	19	8	13	5	10	4
Zm00001eb176950	384	284	349	358	290	411
Zm00001eb176980	0	0	4	0	0	0
Zm00001eb176990	0	0	0	0	0	0
Zm00001eb177000	6	5	0	2	0	4
Zm00001eb177010	48	69	85	74	13	25
Zm00001eb177020	0	10	7	25	6	31
Zm00001eb177030	0	0	0	0	0	0
Zm00001eb177040	0	0	0	0	0	0
Zm00001eb177060	355	493	367	703	405	448
Zm00001eb177070	17	21	25	17	11	2
Zm00001eb177080	0	0	0	0	0	0
Zm00001eb177090	0	0	0	0	0	0
Zm00001eb177100	90	85	62	51	33	51
Zm00001eb177110	0	0	0	0	0	0
Zm00001eb177120	0	0	0	0	0	0
Zm00001eb177130	0	0	0	0	0	0
Zm00001eb177140	0	0	0	0	0	0
Zm00001eb177150	3347	3543	3519	4550	3010	2634
Zm00001eb177170	0	0	0	0	0	0
Zm00001eb177180	0	0	0	0	0	0
Zm00001eb177190	28	1	6	22	30	19
Zm00001eb177200	3	0	4	7	2	22
Zm00001eb177220	0	0	0	0	0	0
Zm00001eb177230	6	9	19	8	21	7
Zm00001eb177240	0	0	0	0	0	0
Zm00001eb177260	76	44	58	40	65	27
Zm00001eb177270	0	0	6	21	15	7
Zm00001eb177280	0	0	0	0	10	0
Zm00001eb177290	153	125	191	174	107	77
Zm00001eb177300	25	6	20	36	12	20
Zm00001eb177310	0	23	0	8	7	0
Zm00001eb177330	550	694	367	787	474	320
Zm00001eb177340	119	138	250	118	148	183
Zm00001eb177350	0	0	0	0	0	0
Zm00001eb177360	0	0	0	0	0	0
Zm00001eb177370	4	18	56	49	28	54
Zm00001eb177380	871	963	724	943	839	598
Zm00001eb177390	312	424	370	399	283	305
Zm00001eb177410	95	57	81	68	30	94
Zm00001eb177420	12	6	0	9	18	6
Zm00001eb177430	467	475	627	1006	748	687
Zm00001eb177440	1271	1261	1391	1253	896	995
Zm00001eb177450	2456	2398	1842	2710	1910	1362
Zm00001eb177460	0	0	0	0	0	0
Zm00001eb177470	0	0	0	0	0	0
Zm00001eb177480	432	529	456	622	340	376
Zm00001eb177490	626	844	904	993	719	775
Zm00001eb177520	691	822	566	1557	1138	864
Zm00001eb177530	810	808	512	1130	701	576
Zm00001eb177540	0	0	0	0	0	0
Zm00001eb177550	0	0	0	0	0	0
Zm00001eb177560	1326	1404	1042	1689	1269	920
Zm00001eb177570	0	0	0	0	0	0
Zm00001eb177580	0	0	0	0	3	0
Zm00001eb177590	0	0	0	0	0	0
Zm00001eb177600	0	0	0	0	0	0
Zm00001eb177610	0	0	0	4	1	0
Zm00001eb177620	0	9	0	0	0	0
Zm00001eb177630	1327	1325	1180	1558	1040	1178
Zm00001eb177640	123	287	116	324	245	191
Zm00001eb177660	0	0	0	0	0	0
Zm00001eb177670	160	187	127	264	137	139
Zm00001eb177680	0	0	0	0	0	0
Zm00001eb177690	104	159	166	292	224	193
Zm00001eb177710	0	0	0	0	0	0
Zm00001eb177720	0	0	0	0	0	0
Zm00001eb177730	0	0	0	0	0	0
Zm00001eb177740	105	146	86	137	98	72
Zm00001eb177750	22	40	24	79	47	38
Zm00001eb177760	5	0	11	6	18	0
Zm00001eb177780	0	0	0	0	0	0
Zm00001eb177810	0	0	0	0	0	0
Zm00001eb177820	166	259	160	138	113	111
Zm00001eb177830	1147	1220	908	2742	2141	2096
Zm00001eb177850	416	463	301	412	287	246
Zm00001eb177870	578	583	568	702	476	515
Zm00001eb177880	27	62	45	60	38	41
Zm00001eb177890	0	0	0	0	0	0
Zm00001eb177900	0	0	0	0	0	0
Zm00001eb177910	0	0	0	0	0	0
Zm00001eb177920	304	334	402	438	276	295
Zm00001eb177930	148	202	161	288	129	134
Zm00001eb177940	638	920	733	896	676	547
Zm00001eb177950	0	0	0	0	0	0
Zm00001eb177960	0	0	0	0	0	0
Zm00001eb177970	0	0	0	0	0	0
Zm00001eb177980	412	532	553	544	355	528
Zm00001eb178000	0	0	0	0	0	0
Zm00001eb178010	1326	1566	1342	2182	1447	1315
Zm00001eb178020	0	0	2	11	7	0
Zm00001eb178030	24	31	17	43	14	52
Zm00001eb178040	541	742	715	322	311	214
Zm00001eb178050	0	0	0	0	0	0
Zm00001eb178060	0	0	0	0	0	0
Zm00001eb178070	48	125	44	73	47	63
Zm00001eb178080	0	0	0	0	0	0
Zm00001eb178090	0	0	0	0	0	0
Zm00001eb178110	550	478	447	856	639	357
Zm00001eb178120	98	159	144	217	140	99
Zm00001eb178130	17	20	26	29	15	26
Zm00001eb178140	507	477	469	365	386	402
Zm00001eb178150	0	0	0	0	0	0
Zm00001eb178160	5	0	5	0	0	0
Zm00001eb178170	0	0	0	0	0	0
Zm00001eb178180	2210	2649	2282	2887	2477	2886
Zm00001eb178190	137	212	177	177	145	143
Zm00001eb178210	50	70	71	51	38	49
Zm00001eb178220	0	0	0	0	0	0
Zm00001eb178230	0	0	0	0	0	0
Zm00001eb178240	269	397	310	307	228	230
Zm00001eb178250	1208	1259	1279	911	845	800
Zm00001eb178260	0	0	0	0	0	0
Zm00001eb178270	0	0	0	0	0	0
Zm00001eb178280	0	2	0	0	0	0
Zm00001eb178290	253	252	218	131	61	17
Zm00001eb178310	0	0	0	0	0	0
Zm00001eb178320	3718	3910	3890	4550	3465	3375
Zm00001eb178330	1048	1327	1331	1363	1070	1247
Zm00001eb178340	55	48	28	78	83	64
Zm00001eb178350	0	0	0	0	0	0
Zm00001eb178360	1005	978	796	1442	1142	716
Zm00001eb178370	524	537	361	580	414	327
Zm00001eb178390	0	0	0	0	0	0
Zm00001eb178400	411	487	414	612	403	338
Zm00001eb178410	0	0	0	0	0	0
Zm00001eb178440	1	0	0	0	0	0
Zm00001eb178450	0	0	0	0	0	0
Zm00001eb178460	0	0	0	0	0	0
Zm00001eb178470	629	689	685	1372	899	974
Zm00001eb178490	0	0	0	0	3	0
Zm00001eb178500	691	675	546	746	745	830
Zm00001eb178510	0	0	0	0	0	0
Zm00001eb178520	1744	2031	2079	1826	1491	1664
Zm00001eb178540	653	741	579	788	499	606
Zm00001eb178550	275	458	394	280	252	386
Zm00001eb178560	61	60	63	113	55	38
Zm00001eb178570	122	80	65	62	32	64
Zm00001eb178580	369	286	379	437	240	311
Zm00001eb178590	831	747	816	961	811	969
Zm00001eb178600	0	5	3	0	4	0
Zm00001eb178610	0	0	0	0	0	0
Zm00001eb178620	424	374	344	376	360	259
Zm00001eb178640	0	0	0	0	0	0
Zm00001eb178650	75	248	108	125	102	91
Zm00001eb178660	0	0	0	0	0	0
Zm00001eb178670	150	230	147	483	471	725
Zm00001eb178680	0	0	0	0	0	0
Zm00001eb178690	2442	2762	2028	4100	2909	2933
Zm00001eb178700	112	148	137	291	179	92
Zm00001eb178710	0	0	0	0	0	0
Zm00001eb178740	0	0	0	4	0	0
Zm00001eb178750	33	28	18	36	18	11
Zm00001eb178760	4	0	2	1	8	6
Zm00001eb178770	17	7	19	10	10	3
Zm00001eb178780	0	0	0	0	3	0
Zm00001eb178800	0	0	0	0	0	0
Zm00001eb178810	219	519	352	224	146	96
Zm00001eb178820	142	252	127	243	177	165
Zm00001eb178840	0	6	12	0	0	8
Zm00001eb178850	0	0	0	0	0	0
Zm00001eb178860	0	0	0	0	0	0
Zm00001eb178880	0	0	0	0	0	0
Zm00001eb178890	1127	1135	1129	2900	1820	1434
Zm00001eb178900	29	15	20	31	37	17
Zm00001eb178910	0	0	0	0	0	0
Zm00001eb178920	0	0	0	0	0	0
Zm00001eb178930	623	718	738	742	539	725
Zm00001eb178940	664	707	593	815	769	598
Zm00001eb178950	4	0	11	1	0	0
Zm00001eb178960	80	65	35	114	68	50
Zm00001eb178980	74	128	95	185	99	78
Zm00001eb178990	0	0	0	10	5	0
Zm00001eb179000	1718	1787	1233	2069	1477	1138
Zm00001eb179010	608	559	593	632	474	561
Zm00001eb179020	1217	1334	1211	1459	1201	1201
Zm00001eb179030	0	0	0	0	0	0
Zm00001eb179040	546	549	418	765	638	395
Zm00001eb179050	0	0	7	0	2	4
Zm00001eb179060	0	0	0	0	0	0
Zm00001eb179070	0	0	0	0	0	0
Zm00001eb179080	0	0	0	0	0	0
Zm00001eb179090	791	951	609	1227	862	641
Zm00001eb179100	13	15	11	26	32	0
Zm00001eb179120	27	54	20	48	25	56
Zm00001eb179130	414	494	473	368	330	296
Zm00001eb179140	48	92	15	103	56	37
Zm00001eb179160	215	267	167	172	197	124
Zm00001eb179170	3647	3427	2713	6883	4403	2955
Zm00001eb179180	0	0	0	0	0	0
Zm00001eb179190	692	633	486	518	417	255
Zm00001eb179200	54	26	39	84	27	38
Zm00001eb179210	9	0	0	0	11	0
Zm00001eb179220	10	0	4	1	6	14
Zm00001eb179230	0	0	0	0	0	0
Zm00001eb179240	0	0	0	0	0	0
Zm00001eb179250	0	0	0	0	0	0
Zm00001eb179260	0	0	0	0	0	0
Zm00001eb179280	75	94	63	151	102	118
Zm00001eb179290	0	0	0	10	6	10
Zm00001eb179310	1525	1563	1086	1705	973	999
Zm00001eb179320	0	0	0	0	0	0
Zm00001eb179330	514	942	759	878	643	701
Zm00001eb179340	385	461	381	445	366	326
Zm00001eb179350	12	1	1	2	0	5
Zm00001eb179360	23	19	9	16	20	3
Zm00001eb179370	0	0	0	0	0	0
Zm00001eb179380	0	0	0	0	0	0
Zm00001eb179390	142	204	102	440	280	152
Zm00001eb179400	0	0	0	0	0	0
Zm00001eb179420	0	0	0	0	0	0
Zm00001eb179430	0	0	0	0	0	0
Zm00001eb179440	19	38	14	77	45	28
