Gene	ExonSize	ck_rep1	ck_rep2	ck_rep3	trt_rep1	trt_rep2	trt_rep3
GRMZM2G433557	2470	60	52	58	54	63	100
GRMZM2G433579	2533	71	55	55	103	69	92
GRMZM2G433591	1775	370	383	330	382	314	347
GRMZM2G433609	1889	7	13	9	14	19	15
GRMZM2G433616	1685	20	16	10	6	17	9
GRMZM2G433624	2034	31	32	20	22	26	26
GRMZM2G433731	3315	99	149	108	89	109	90
GRMZM2G433767	2883	567	621	717	797	586	645
GRMZM2G433801	7364	899	948	758	473	853	644
GRMZM2G433849	666	24	24	36	13	31	19
GRMZM2G433942	1836	640	640	640	394	508	483
GRMZM2G433959	1171	6	4	0	13	10	8
GRMZM2G434173	2497	2225	2843	2667	2751	2445	3165
GRMZM2G434219	2209	128	146	135	143	144	158
GRMZM2G434252	2410	345	293	287	448	166	517
GRMZM2G434277	2736	568	538	531	292	592	525
GRMZM2G434301	2722	188	156	148	158	164	162
GRMZM2G434317	2149	576	561	521	337	594	587
GRMZM2G434363	2127	12	16	16	80	55	153
GRMZM2G434445	2304	70	56	41	42	69	51
GRMZM2G434506	1345	3	12	5	5	12	8
GRMZM2G434518	1968	7	7	9	5	12	6
GRMZM2G434519	525	5	13	9	3	10	3
GRMZM2G434533	4154	82	106	74	64	91	85
GRMZM2G434541	573	90	106	116	62	59	117
GRMZM2G434549	824	34	24	23	20	13	30
GRMZM2G434557	1245	40	34	53	144	45	115
GRMZM2G434669	1466	6	2	6	16	3	4
GRMZM2G434696	3542	1648	1673	1350	1132	1834	1823
GRMZM2G434715	2316	11	9	14	8	17	15
GRMZM2G434910	3335	25	33	22	27	30	35
GRMZM2G434935	872	0	0	0	43	0	2
GRMZM2G435034	2287	670	669	611	568	609	645
GRMZM2G435104	1430	34	26	24	26	20	45
GRMZM2G435294	4709	38	24	33	13	14	26
GRMZM2G435338	4063	831	1003	806	804	1081	928
GRMZM2G435373	2073	2129	2440	2109	2145	2608	2658
GRMZM2G435445	1585	411	455	423	411	383	424
GRMZM2G435541	328	130	97	96	54	114	78
GRMZM2G435589	1205	31	23	19	67	19	34
GRMZM2G435592	754	310	354	316	194	309	323
GRMZM2G435627	1090	242	161	266	465	219	246
GRMZM2G435675	586	87	123	91	66	103	114
GRMZM2G435761	3135	23	38	26	18	47	29
GRMZM2G435979	1008	481	565	397	274	478	425
GRMZM2G436001	5151	2000	2338	2327	1795	1737	2293
GRMZM2G436082	2334	91	72	87	88	113	125
GRMZM2G436084	1549	2643	2766	2868	2573	3080	3198
GRMZM2G436092	2032	1239	1334	1121	930	1339	1199
GRMZM2G436199	1433	186	153	203	435	145	196
GRMZM2G436214	1842	21	26	20	23	28	16
GRMZM2G436226	1504	111	138	126	87	145	146
GRMZM2G436295	826	119	91	67	130	156	116
GRMZM2G436319	1665	218	186	203	194	209	204
GRMZM2G436328	2185	1291	1758	1529	1525	1349	1678
GRMZM2G436332	1269	30	38	47	16	36	30
GRMZM2G436429	1209	138	148	121	221	144	149
GRMZM2G436448	2223	81	143	79	147	197	230
GRMZM2G436511	2156	80	61	70	67	53	67
GRMZM2G436533	620	112	94	82	156	101	130
GRMZM2G436583	1210	149	186	156	110	121	170
GRMZM2G436593	1650	3323	4141	3271	2396	4109	3655
GRMZM2G436707	1649	326	371	351	914	336	360
GRMZM2G436710	1984	1982	2168	2231	2248	1914	2175
GRMZM2G436804	1581	134	142	112	99	130	104
GRMZM2G436835	2435	743	752	637	476	607	715
GRMZM2G436947	848	3	4	4	44	8	12
GRMZM2G436981	3105	686	562	724	2216	312	900
GRMZM2G436986	2407	921	746	961	5309	429	1174
GRMZM2G437004	1350	2	15	3	6	7	20
GRMZM2G437100	962	6	7	1	102	12	17
GRMZM2G437119	2500	769	783	638	559	733	736
GRMZM2G437314	2845	22	40	46	16	31	26
GRMZM2G437445	1809	114	103	119	55	89	83
GRMZM2G437460	2776	249	268	227	164	224	208
GRMZM2G437575	450	54	78	49	69	85	120
GRMZM2G437675	978	79	64	57	63	76	108
GRMZM2G437859	2823	38	19	23	17	26	38
GRMZM2G437912	1936	22	21	25	55	14	21
GRMZM2G437977	2145	433	435	479	361	424	463
GRMZM2G438007	3678	95	104	121	94	138	215
GRMZM2G438077	1679	3	9	3	8	15	5
GRMZM2G438176	2358	127	117	83	59	107	75
GRMZM2G438178	3178	112	99	118	40	95	75
GRMZM2G438239	1753	154	215	152	181	198	185
GRMZM2G438243	816	23	21	25	89	12	16
GRMZM2G438293	955	49	33	39	48	31	40
GRMZM2G438299	1281	36	29	37	100	19	48
GRMZM2G438438	1912	88	69	109	152	36	88
GRMZM2G438456	2520	30	40	33	22	33	38
GRMZM2G438524	2567	853	948	1030	716	627	1016
GRMZM2G438551	1065	1879	1821	2000	2455	2428	2424
GRMZM2G438602	944	513	574	463	278	464	428
GRMZM2G438622	2240	424	487	441	401	483	464
GRMZM2G438673	1445	219	269	241	344	246	354
GRMZM2G438722	936	117	107	180	90	101	170
GRMZM2G438755	2584	115	137	152	119	108	140
GRMZM2G438811	696	9	10	18	9	21	14
GRMZM2G438871	2343	134	158	145	20	61	60
GRMZM2G438895	5056	1537	1895	1785	1023	1693	1649
GRMZM2G438938	2879	921	985	811	436	1033	829
GRMZM2G439049	891	144	115	87	61	134	83
GRMZM2G439173	875	8	5	10	10	7	8
GRMZM2G439195	1993	51	51	100	365	40	119
GRMZM2G439198	1461	18	27	12	15	29	18
GRMZM2G439201	2117	1400	1916	1290	1801	1791	1405
GRMZM2G439203	2972	759	620	650	674	704	763
GRMZM2G439246	1341	7	1	1	44	37	58
GRMZM2G439281	916	14	14	9	10	26	13
GRMZM2G439311	2330	70	109	116	47	93	174
GRMZM2G439337	1651	185	169	162	298	266	191
GRMZM2G439339	7091	1588	1950	1425	982	1646	1534
GRMZM2G439457	1135	534	672	571	599	477	611
GRMZM2G439544	2309	8	10	18	4	9	14
GRMZM2G439578	832	268	241	236	204	256	283
GRMZM2G439589	1860	641	724	586	672	787	682
GRMZM2G439596	1524	24	17	6	33	19	18
GRMZM2G439784	2898	19	14	22	22	22	26
GRMZM2G439860	1261	1	5	9	18	5	7
GRMZM2G439884	2282	378	449	347	423	385	523
GRMZM2G439950	3900	1022	1180	1031	646	1092	1084
GRMZM2G439951	1470	0	4	3	35	7	1
GRMZM2G440003	1031	17	14	18	55	28	85
GRMZM2G440005	828	2086	1815	2206	1379	2018	1981
GRMZM2G440198	1099	42	41	64	83	33	59
GRMZM2G440208	1923	561	778	779	729	730	933
GRMZM2G440221	1058	59	70	53	165	44	81
GRMZM2G440259	1640	121	111	92	93	135	132
GRMZM2G440313	2744	1123	1128	1094	776	909	1005
GRMZM2G440349	3413	234	244	292	222	232	227
GRMZM2G440363	1035	170	173	144	91	125	134
GRMZM2G440459	2218	20	28	18	15	20	29
GRMZM2G440529	1792	195	180	208	205	137	149
GRMZM2G440537	4735	404	477	431	304	347	345
GRMZM2G440562	2405	167	226	176	178	142	138
GRMZM2G440614	2073	211	300	266	307	269	313
GRMZM2G440866	1020	24	24	14	166	28	109
GRMZM2G440916	3881	376	390	327	242	465	374
GRMZM2G440925	1026	572	489	390	752	755	807
GRMZM2G440943	3588	733	784	699	353	764	626
GRMZM2G440949	2042	460	448	442	1195	475	560
GRMZM2G440951	2772	275	302	239	146	281	228
GRMZM2G440968	1749	281	241	307	1218	274	411
GRMZM2G441144	1256	699	804	672	616	772	567
GRMZM2G441325	2654	128	119	157	74	117	75
GRMZM2G441347	2630	214	231	220	85	43	103
GRMZM2G441444	1934	119	141	142	123	126	104
GRMZM2G441489	2687	258	236	253	181	232	253
GRMZM2G441541	4313	267	336	310	212	258	450
GRMZM2G441565	972	18	9	12	82	13	26
GRMZM2G441583	3795	1269	1329	1237	654	1165	1197
GRMZM2G441656	1050	1378	1229	1345	2347	430	2121
GRMZM2G441722	3594	6	14	3	7	3	8
GRMZM2G441768	2345	21	18	21	3	10	9
GRMZM2G441888	1176	166	107	157	1542	65	242
GRMZM2G441903	1818	348	295	312	642	273	392
GRMZM2G442000	1376	3	15	8	30	5	6
GRMZM2G442057	1505	229	254	207	123	251	190
GRMZM2G442195	2722	1128	1069	985	996	1149	999
GRMZM2G442215	2199	9	2	19	4	8	15
GRMZM2G442244	3060	35	39	39	13	31	41
GRMZM2G442277	2933	111	136	173	191	109	242
GRMZM2G442387	3368	49	46	23	75	42	70
GRMZM2G442404	2008	330	300	289	293	305	345
GRMZM2G442489	1857	34	34	35	23	21	46
GRMZM2G442523	3520	124	168	164	189	76	165
GRMZM2G442546	1742	8	8	8	18	4	7
GRMZM2G442551	3512	183	215	200	144	140	251
GRMZM2G442658	2903	249	291	230	269	416	400
GRMZM2G442763	2873	39	47	72	28	34	65
GRMZM2G442804	1448	3236	3365	3360	3328	2793	2641
GRMZM2G443091	325	0	0	0	39	0	1
GRMZM2G443111	509	7	3	8	6	5	11
GRMZM2G443180	1272	1	1	0	41	7	7
GRMZM2G443240	2561	191	217	214	125	216	230
GRMZM2G443265	1713	348	405	353	488	379	437
GRMZM2G443291	1609	26	50	44	29	51	50
GRMZM2G443302	888	9	6	9	15	3	4
GRMZM2G443340	1411	41	38	38	120	56	41
GRMZM2G443445	1434	9	16	54	34	41	85
GRMZM2G443447	4785	245	327	163	173	344	195
GRMZM2G443453	1798	301	315	302	231	362	332
GRMZM2G443495	3369	52	40	56	32	14	29
GRMZM2G443509	3938	840	817	1091	620	951	964
GRMZM2G443525	3890	1434	1296	1208	1081	1641	1999
GRMZM2G443560	1941	227	263	212	81	160	149
GRMZM2G443655	556	213	225	244	575	220	333
GRMZM2G443668	3947	981	1098	1174	563	1012	1030
GRMZM2G443728	3112	129	138	147	87	113	191
GRMZM2G443776	2037	34	34	54	23	20	25
GRMZM2G443785	2113	51	35	50	98	4	47
GRMZM2G443814	4236	979	1076	875	723	1090	1057
GRMZM2G443829	2234	4	8	7	16	11	27
GRMZM2G443881	2940	291	278	373	933	293	622
GRMZM2G443888	1019	198	184	310	839	179	523
GRMZM2G443903	5525	99	98	108	46	75	76
GRMZM2G443939	4650	805	958	845	653	1067	1026
GRMZM2G443953	4180	159	187	227	138	194	301
GRMZM2G443985	3947	2915	2811	2723	2005	2572	2537
GRMZM2G444029	3132	84	67	94	62	74	78
GRMZM2G444034	1096	371	347	336	331	275	322
GRMZM2G444073	813	15	13	9	49	8	34
GRMZM2G444075	3260	128	92	142	139	88	125
GRMZM2G444138	932	6	10	7	42	3	7
GRMZM2G444222	1551	13	12	21	12	19	15
GRMZM2G444378	1638	123	134	156	46	133	186
GRMZM2G444466	532	102	125	96	220	53	94
GRMZM2G444533	1908	71	59	73	73	62	115
GRMZM2G444560	1754	13	8	7	349	56	245
GRMZM2G444623	1740	77	1413	81	69	1583	70
GRMZM2G444643	1899	490	459	399	502	459	483
GRMZM2G444692	3083	1759	1584	1625	873	1676	1525
GRMZM2G444743	1366	235	263	298	209	156	279
GRMZM2G444748	1848	245	270	310	220	158	283
GRMZM2G444762	3178	290	274	284	138	262	192
GRMZM2G444801	2618	126	138	125	129	121	246
GRMZM2G444808	7978	608	691	643	562	653	646
GRMZM2G444845	1832	24	30	35	138	18	27
GRMZM2G445057	2799	2125	1974	2094	2000	1933	1703
GRMZM2G445059	1417	335	317	333	297	398	434
GRMZM2G445100	2054	558	620	439	1442	1954	1932
GRMZM2G445163	2006	518	566	566	411	602	560
GRMZM2G445338	1654	1	6	4	12	5	17
GRMZM2G445384	1330	38	48	36	117	29	47
GRMZM2G445423	1233	29	21	14	24	40	38
GRMZM2G445478	2254	212	210	295	124	225	245
GRMZM2G445575	2962	315	270	286	395	267	269
GRMZM2G445602	2435	806	812	848	2322	395	932
GRMZM2G445616	878	37	18	20	199	10	30
GRMZM2G445617	3732	525	543	456	283	490	514
GRMZM2G445634	873	5	8	7	63	3	6
GRMZM2G445783	918	8	11	6	5	9	5
GRMZM2G445905	4891	1294	1338	1461	1009	942	1505
GRMZM2G445944	1130	46	51	51	136	28	32
GRMZM2G445958	2020	11	19	5	12	18	10
GRMZM2G446047	2571	12	10	9	9	12	11
GRMZM2G446050	5975	1135	1399	1050	1069	1538	1589
GRMZM2G446108	2524	606	679	678	590	700	691
GRMZM2G446170	2238	45	48	39	7	26	23
GRMZM2G446171	1872	56	69	40	99	111	95
GRMZM2G446185	1289	3	3	6	30	0	9
GRMZM2G446189	1327	52	75	35	43	52	53
GRMZM2G446213	2083	2	3	1	48	1	0
GRMZM2G446218	1741	123	158	152	61	122	118
GRMZM2G446234	3308	203	282	168	163	250	286
GRMZM2G446253	1310	95	87	100	85	96	163
GRMZM2G446313	2507	734	789	778	418	664	839
GRMZM2G446426	1211	20	20	16	11	14	28
GRMZM2G446454	1014	10	17	13	8	7	9
GRMZM2G446515	4330	124	122	127	103	113	174
GRMZM2G446625	8559	1346	1691	1253	948	1646	1143
GRMZM2G446737	784	11	9	4	15	17	35
GRMZM2G446872	6086	582	655	563	396	659	588
GRMZM2G446895	4783	486	546	487	367	517	521
GRMZM2G446921	5116	98	137	102	59	115	103
GRMZM2G446960	1294	165	268	177	227	228	231
GRMZM2G447005	1166	14	5	19	17	11	12
GRMZM2G447090	2462	6	3	7	6	9	9
GRMZM2G447176	636	9	10	28	9	10	8
GRMZM2G447195	1904	99	129	77	150	118	125
GRMZM2G447271	2532	95	157	176	52	47	102
GRMZM2G447347	1648	23	24	34	57	18	77
GRMZM2G447406	2083	59	54	66	27	55	60
GRMZM2G447433	2832	2075	2118	2158	1407	2066	2156
GRMZM2G447447	4156	14	10	29	9	19	19
GRMZM2G447455	3400	339	336	264	214	311	294
GRMZM2G447535	3343	107	157	103	83	108	93
GRMZM2G447551	3629	42	48	53	21	41	52
GRMZM2G447566	608	15	5	14	42	12	4
GRMZM2G447617	1809	226	201	194	269	258	301
GRMZM2G447632	869	36	44	43	113	24	73
GRMZM2G447691	2965	138	183	203	143	162	175
GRMZM2G447745	5995	1994	2135	1855	1366	1984	1952
GRMZM2G447785	1286	903	770	631	1110	337	385
GRMZM2G447795	1218	3	4	0	81	3	33
GRMZM2G447857	2269	42	40	35	47	35	43
GRMZM2G447976	1821	65	87	72	171	49	68
GRMZM2G447987	1598	452	516	446	325	443	342
GRMZM2G448001	2381	365	317	342	768	90	450
GRMZM2G448104	4272	1122	1269	1158	786	1219	1283
GRMZM2G448142	8441	49	42	53	37	26	33
GRMZM2G448151	1392	22	20	23	14	13	17
GRMZM2G448161	4427	433	521	514	399	360	525
GRMZM2G448174	6637	445	532	533	401	375	536
GRMZM2G448185	3589	45	34	51	23	27	50
GRMZM2G448213	2928	110	127	104	83	149	155
GRMZM2G448241	2860	896	909	870	1198	1163	1378
GRMZM2G448258	1575	143	90	75	130	141	183
GRMZM2G448282	1969	91	40	103	57	62	100
GRMZM2G448330	2483	51	59	63	106	36	101
GRMZM2G448344	5479	102	79	138	181	106	262
GRMZM2G448368	1148	11	10	14	47	15	20
GRMZM2G448389	2156	17	24	23	7	14	23
GRMZM2G448446	2086	268	323	294	233	234	279
GRMZM2G448456	1042	94	96	62	161	43	110
GRMZM2G448523	3863	189	211	177	114	215	152
GRMZM2G448607	1365	1275	1397	1550	837	1265	1635
GRMZM2G448633	2659	76	100	113	60	93	94
GRMZM2G448651	2046	83	64	95	313	57	114
GRMZM2G448656	1042	72	51	96	64	75	93
GRMZM2G448672	1252	18	33	20	15	27	35
GRMZM2G448687	8829	267	278	224	91	192	135
GRMZM2G448710	963	8	11	6	2	7	6
GRMZM2G448715	1090	155	213	206	112	209	135
GRMZM2G448834	2113	84	61	70	148	47	87
GRMZM2G448927	5266	235	223	192	158	210	212
GRMZM2G449019	1544	2	9	9	8	15	22
GRMZM2G449033	1717	8	8	9	55	9	25
GRMZM2G449083	2247	947	853	809	684	840	854
GRMZM2G449123	4970	1841	1815	1651	1099	1829	1897
GRMZM2G449133	1487	22	16	28	30	13	26
GRMZM2G449160	1319	197	188	182	291	120	198
GRMZM2G449163	965	226	262	192	133	262	217
GRMZM2G449165	2381	509	411	449	511	518	483
GRMZM2G449177	1295	190	209	215	206	198	240
GRMZM2G449257	1268	19	10	24	87	13	22
GRMZM2G449274	3418	2453	3212	3805	2060	2218	3562
GRMZM2G449355	4184	847	910	770	575	924	874
GRMZM2G449478	795	9	9	9	4	12	8
GRMZM2G449496	1945	8482	7759	11044	7787	5435	8567
GRMZM2G449552	601	86	111	76	41	146	144
GRMZM2G449558	1427	29	43	34	35	28	37
GRMZM2G449569	1715	214	206	188	162	141	190
GRMZM2G449681	2373	131	151	113	513	143	262
GRMZM2G449709	1253	6	10	6	85	3	22
GRMZM2G449763	852	11	10	9	11	12	14
GRMZM2G449779	4542	617	657	662	442	626	568
GRMZM2G449817	3132	234	243	303	213	187	446
GRMZM2G449909	5131	778	802	733	477	964	868
GRMZM2G449941	1556	72	76	75	41	81	48
GRMZM2G449950	1216	15	26	16	58	12	22
GRMZM2G450044	936	30	20	27	16	11	16
GRMZM2G450048	825	6	21	10	23	7	14
GRMZM2G450055	6000	13	25	15	16	21	32
GRMZM2G450125	2881	463	445	670	512	609	1703
GRMZM2G450163	2690	386	405	322	398	407	355
GRMZM2G450166	978	15	9	10	12	13	11
GRMZM2G450233	2169	1444	1400	1249	2275	1958	2488
GRMZM2G450273	746	2	1	1	31	10	15
GRMZM2G450424	1547	159	200	192	330	290	413
GRMZM2G450445	1669	4	0	0	12	16	9
GRMZM2G450488	1960	552	470	612	370	376	592
GRMZM2G450496	2154	67	76	75	37	66	62
GRMZM2G450498	1874	3	8	4	104	6	11
GRMZM2G450512	631	186	248	220	84	87	93
GRMZM2G450659	2557	235	288	175	135	210	144
GRMZM2G450866	864	64	84	78	53	12	3
GRMZM2G450920	6755	1205	1393	1191	711	1169	997
GRMZM2G450937	5064	370	503	427	461	475	419
GRMZM2G450939	1505	10	9	11	11	9	11
GRMZM2G451007	3520	251	246	244	244	299	329
GRMZM2G451112	2177	3	1	0	16	9	14
GRMZM2G451147	1251	34	35	39	28	56	61
GRMZM2G451179	1524	16	18	7	4	20	2
GRMZM2G451187	2184	2449	2715	2325	888	1494	1024
GRMZM2G451224	1244	4771	4073	6317	24456	2645	7289
GRMZM2G451231	3078	35	45	43	17	20	28
GRMZM2G451254	1435	6	5	6	12	5	4
GRMZM2G451281	1930	1009	955	910	1653	1234	1425
GRMZM2G451308	1015	22	42	51	24	25	55
GRMZM2G451314	1975	1874	2340	2125	1412	1966	1786
GRMZM2G451325	1782	267	321	256	144	358	262
GRMZM2G451327	939	79	99	57	93	93	109
GRMZM2G451357	3246	636	602	642	416	594	607
GRMZM2G451366	3261	328	386	321	327	380	331
GRMZM2G451394	1414	16	16	18	16	18	14
GRMZM2G451443	1647	185	251	147	135	187	169
GRMZM2G451483	3020	459	556	465	333	491	572
GRMZM2G451604	1542	143	224	194	103	189	133
GRMZM2G451672	4824	277	257	233	147	270	250
GRMZM2G451679	1668	24	10	21	22	17	21
GRMZM2G451716	3960	1532	1769	1079	878	1459	1303
GRMZM2G451769	853	0	2	5	20	10	11
GRMZM2G451792	3921	106	100	109	70	90	113
GRMZM2G451856	1420	662	679	625	273	596	501
GRMZM2G451882	2298	2871	2535	2231	1540	2249	2010
GRMZM2G451965	3867	58	44	58	142	32	54
GRMZM2G452016	2391	222	277	227	254	228	256
GRMZM2G452026	1836	113	91	75	92	77	95
GRMZM2G452121	2332	3	1	3	9	9	28
GRMZM2G452142	3812	148	142	167	94	155	168
GRMZM2G452523	2106	398	363	405	406	329	345
GRMZM2G452529	2722	916	920	743	519	801	819
GRMZM2G452564	1313	0	1	0	45	0	5
GRMZM2G452580	2700	591	531	587	361	613	630
GRMZM2G452630	2443	342	365	323	259	360	357
GRMZM2G452633	2035	147	159	146	81	124	122
GRMZM2G452669	1027	16	14	21	7	7	11
GRMZM2G452671	937	6	2	7	48	6	14
GRMZM2G452695	1634	9	9	14	15	4	7
GRMZM2G452717	2681	67	86	60	55	68	75
GRMZM2G452896	1905	62	63	73	267	198	302
GRMZM2G452935	1722	89	81	93	108	77	106
GRMZM2G452954	1641	37	31	46	17	39	24
GRMZM2G452960	1317	31	95	90	20	46	64
GRMZM2G453001	2630	127	136	104	90	149	127
GRMZM2G453078	665	4	6	6	9	10	6
GRMZM2G453111	4242	76	95	81	48	96	66
GRMZM2G453148	649	17	7	21	7	15	14
GRMZM2G453152	833	11	21	22	38	12	31
GRMZM2G453320	3033	296	276	278	201	213	511
GRMZM2G453349	2357	190	127	179	167	169	238
GRMZM2G453388	2704	134	140	155	231	187	262
GRMZM2G453424	4003	381	423	323	312	460	351
GRMZM2G453571	1482	7	2	5	16	11	21
GRMZM2G453684	2385	257	268	250	290	285	262
GRMZM2G453794	2076	962	1035	945	735	1052	1152
GRMZM2G453805	1355	125	246	93	1035	1008	2036
GRMZM2G453832	2171	280	238	223	299	258	275
GRMZM2G453879	1472	159	191	173	89	195	164
GRMZM2G453956	1419	65	56	48	31	38	32
GRMZM2G454081	4434	73	127	93	51	106	69
GRMZM2G454176	2387	238	276	210	181	306	213
GRMZM2G454306	1929	27	27	14	8	21	22
GRMZM2G454424	1279	12	5	26	27	14	21
GRMZM2G454449	762	50	40	41	172	164	225
GRMZM2G454511	2627	21	19	10	2	20	25
GRMZM2G454594	1546	103	137	96	44	129	71
GRMZM2G454928	1456	236	238	298	320	261	297
GRMZM2G454952	2389	4695	4591	4612	2626	4190	4057
GRMZM2G455075	1886	93	91	108	207	87	280
GRMZM2G455085	1533	1999	2002	1816	1328	1675	1620
GRMZM2G455115	1722	128	146	110	65	137	85
GRMZM2G455122	1461	1126	816	1029	1253	1131	1021
GRMZM2G455128	2038	111	75	95	194	70	107
GRMZM2G455171	2427	28	26	24	26	28	26
GRMZM2G455243	3091	177	229	194	99	216	187
GRMZM2G455321	1107	215	179	124	155	368	395
GRMZM2G455433	1380	129	149	119	120	134	151
GRMZM2G455476	3150	133	81	171	203	207	399
GRMZM2G455557	3465	12	13	18	12	11	12
GRMZM2G455564	1706	64	71	86	52	46	70
GRMZM2G455587	2774	680	701	684	452	666	679
GRMZM2G455664	1434	362	315	276	188	339	275
GRMZM2G455687	2077	263	237	231	186	284	233
GRMZM2G455769	1545	7	10	12	22	7	14
GRMZM2G455784	2669	35	40	75	40	47	61
GRMZM2G455809	1330	14	15	14	32	3	11
GRMZM2G455817	2834	44	32	27	84	108	124
GRMZM2G455828	1990	892	1451	880	888	1575	830
GRMZM2G455869	1013	193	256	237	126	179	249
GRMZM2G455909	2556	370	311	239	249	513	591
GRMZM2G455978	1632	37	35	33	22	30	30
GRMZM2G456000	2787	1312	1475	1217	921	1422	1500
GRMZM2G456023	2871	1018	1093	993	553	819	802
GRMZM2G456059	3718	134	148	123	90	122	140
GRMZM2G456086	2030	2191	2306	2745	4280	2277	2573
GRMZM2G456114	2834	96	89	73	55	65	78
GRMZM2G456123	2490	385	430	459	253	371	399
GRMZM2G456132	1972	153	178	171	167	157	181
GRMZM2G456147	513	15	12	7	19	13	8
GRMZM2G456158	588	25	21	26	34	30	26
GRMZM2G456217	1750	33	40	44	61	22	50
GRMZM2G456241	3182	50	36	40	37	62	44
GRMZM2G456357	1972	306	335	339	241	305	223
GRMZM2G456422	844	10	12	16	8	8	15
GRMZM2G456471	2096	142	125	200	128	121	197
GRMZM2G456473	1165	39	56	71	36	34	36
GRMZM2G456547	1299	7	2	5	18	30	36
GRMZM2G456564	2556	698	663	644	466	586	806
GRMZM2G456568	3016	5535	5821	5088	4248	5993	5996
GRMZM2G456570	4124	2285	2439	2014	1286	2218	1970
GRMZM2G456603	315	93	113	70	94	129	94
GRMZM2G456618	798	44	48	44	30	29	58
GRMZM2G456626	2262	45	34	45	101	24	52
GRMZM2G456669	3448	41	26	30	15	27	19
GRMZM2G456690	1653	270	303	218	196	275	321
GRMZM2G456835	3335	76	90	59	104	55	77
GRMZM2G456960	1081	105	70	137	311	72	156
GRMZM2G456997	813	2	6	3	29	3	0
GRMZM2G457003	3018	352	431	277	255	302	344
GRMZM2G457118	871	70	59	64	21	34	51
GRMZM2G457147	2256	97	103	123	80	50	128
GRMZM2G457178	6138	286	388	260	215	344	248
GRMZM2G457201	3489	325	341	262	342	321	264
GRMZM2G457211	2059	135	143	165	90	106	76
GRMZM2G457267	1028	21	27	15	73	35	36
GRMZM2G457287	1275	51	35	38	158	112	444
GRMZM2G457309	810	722	898	961	859	399	988
GRMZM2G457381	3822	2356	2748	2091	1477	2473	2067
GRMZM2G457415	4098	229	280	165	167	310	171
GRMZM2G457467	1398	148	172	135	91	189	138
GRMZM2G457534	2392	91	101	95	59	86	101
GRMZM2G457544	1741	19	12	19	18	27	21
GRMZM2G457562	1658	3	9	9	23	8	18
GRMZM2G457621	1572	94	95	123	666	56	186
GRMZM2G457697	1598	158	213	184	128	216	181
GRMZM2G457699	1510	1996	2148	1997	2103	1552	2100
GRMZM2G457789	609	151	216	123	219	418	414
GRMZM2G457881	2213	125	170	90	74	150	133
GRMZM2G457889	2609	1377	1514	1230	1240	1453	1536
GRMZM2G457929	2023	16	10	11	69	6	7
GRMZM2G458035	1879	40	57	41	15	23	12
GRMZM2G458075	2865	95	83	90	131	128	136
GRMZM2G458095	1865	4	5	1	11	9	11
GRMZM2G458122	1639	10	6	13	1	7	9
GRMZM2G458164	1996	15	24	15	13	14	17
GRMZM2G458208	1372	245	369	192	376	439	466
GRMZM2G458266	2395	391	434	361	291	434	438
GRMZM2G458283	2303	374	433	409	279	425	393
GRMZM2G458533	3057	35	51	44	19	37	32
GRMZM2G458538	1994	505	534	521	305	398	428
GRMZM2G458548	2652	451	429	491	236	386	412
GRMZM2G458549	2186	470	467	366	573	600	628
GRMZM2G458581	2304	63	117	78	67	76	94
GRMZM2G458650	1386	59	56	36	47	63	32
GRMZM2G458659	1338	268	474	946	312	659	766
GRMZM2G458665	3078	392	446	344	276	484	350
GRMZM2G458728	3723	1308	1046	1162	1621	1072	1121
GRMZM2G458751	920	10	3	7	3	11	4
GRMZM2G458824	2275	384	379	433	502	347	382
GRMZM2G458888	1967	147	189	106	86	200	118
GRMZM2G458974	1655	165	166	135	120	210	185
GRMZM2G459063	1755	288	267	279	245	218	291
GRMZM2G459104	377	246	302	218	97	329	261
GRMZM2G459110	2245	9	4	4	29	25	30
GRMZM2G459166	1422	8	16	14	36	10	22
GRMZM2G459291	1705	598	710	677	904	708	856
GRMZM2G459363	1958	53	43	32	86	46	61
GRMZM2G459373	1171	15	6	12	12	1	14
GRMZM2G459391	1904	305	296	318	526	274	309
GRMZM2G459474	964	34	26	46	372	44	75
GRMZM2G459532	2201	40	23	26	36	13	28
GRMZM2G459563	2010	82	62	111	90	78	158
GRMZM2G459610	2622	80	44	50	64	29	46
GRMZM2G459642	4687	656	669	566	320	656	596
GRMZM2G459702	2823	462	529	430	328	474	387
GRMZM2G459715	3348	59	77	51	48	63	51
GRMZM2G459746	3369	721	807	755	429	738	663
GRMZM2G459755	2511	315	309	407	416	398	511
GRMZM2G459811	3575	731	872	800	913	1018	1103
GRMZM2G459820	2930	3	2	2	19	4	9
GRMZM2G459828	2320	135	0	1	58	4	1
GRMZM2G459854	2291	609	593	581	452	568	538
GRMZM2G459861	1149	91	98	89	111	96	81
GRMZM2G459874	1197	180	214	179	110	164	129
GRMZM2G460012	1043	257	268	211	220	288	292
GRMZM2G460025	2104	23	15	20	15	18	17
GRMZM2G460078	5968	1040	1032	934	661	845	809
GRMZM2G460090	3580	391	427	344	234	465	455
GRMZM2G460383	2134	16	14	17	143	11	23
GRMZM2G460396	4396	273	227	252	163	229	287
GRMZM2G460406	1627	2175	2217	2453	3041	1958	2830
GRMZM2G460472	3895	94	102	77	76	131	92
GRMZM2G460566	1110	2	2	4	73	2	5
GRMZM2G460571	900	18	18	13	8	11	11
